-8.131323668949588246e-01,2.941661966644544268e-01,4.237080989744158588e-01,-7.973011216115580835e-01,5.071421559419299063e-01,-1.317149763158943943e+00,9.250364403795822144e-01,7.451865463549718349e-01,5.598348830484655148e-01,1.005399004545665775e+00,-1.315137436913944580e+00,-8.144976724098513740e-03,-2.525376112701096520e-01,9.492360398832780932e-01,2.388993571676665262e+00,1.677592277402607301e+00
3.636242861818187455e-01,-2.228829959910228808e+00,1.795302789215771799e+00,-7.513116499230758638e-01,-6.459847305204365897e-01,-2.560486347639030935e+00,-7.115032403830462426e-01,-2.070149374277179266e+00,9.534998610141668385e-01,3.650525955250158106e+00,-9.404326361100042719e-01,-3.313061148108530363e-01,-1.876000796997016329e-01,4.694972039930038754e-01,-3.549752407691710299e-01,-1.007017880913305019e+00
-3.427941304827117897e-01,1.100347383930140754e+00,-5.795511952960230584e-01,4.066027776237354785e-01,9.049710415354134119e-01,2.182048796390382517e+00,3.457945251072071235e-02,-1.234999719684031882e+00,-3.587647451816218802e-01,-1.278374525402805606e+00,-2.727895640328316662e-01,6.833229582574996686e-01,-5.253537445245258786e-01,-1.132662564138047466e-02,-8.555716989764061697e-02,1.848929301495187694e-01
-3.360334317168537366e-01,-2.415783571126981943e+00,1.379711168922646003e+00,1.851615855956133816e-01,-1.098740010498471031e+00,2.073365456607718649e-01,2.911628165190550455e+00,5.683755397953713651e-01,-8.529538840972479274e-01,-8.585470845038382925e-02,-6.149954614799969105e-02,5.061845244588811937e-02,6.025929909463805245e-01,8.346614654675271749e-01,1.143838399408833251e+00,-3.627598047937192205e-01
3.986010022513181705e-01,3.776531129349428584e-01,-5.547914150189608984e-01,3.661456958420963859e-01,3.462011648546763909e-01,-1.905826924057637817e-01,3.457279287133772222e-02,-1.026079140520423483e+00,2.023019651082701431e-01,5.824111079184542961e-01,2.593918408494443884e-01,-1.517143736113206742e-01,6.539660528594511135e-02,-8.667538392589581031e-01,-3.113489997322973490e-01,-1.171638538019862175e+00
1.049575484573228579e+00,2.003909721349053652e-01,2.258575738986129622e+00,-3.427504908760375946e-01,1.539355207118713043e-01,9.005746176510487366e-01,-1.794058780601223424e-01,-1.346831384472567117e-01,1.074550366511997979e+00,-3.776608214248901030e-01,2.357416951493358503e-01,2.371662962070593961e-01,-1.542953801434189476e+00,-3.790588483844420931e-01,-1.042216594114038219e+00,-4.450209337590628200e-01
1.351484799141917437e+00,-8.047777314964386919e-02,9.779788566796953075e-01,3.828986947244326089e-01,-9.148768527980694065e-01,-2.627374620710567932e+00,9.044839494794912338e-02,-1.318816153900839394e+00,3.388784245775723347e-01,2.522903692834193023e-01,-3.718795649728715014e-01,2.499594294551804596e-01,1.189557043000724068e-01,5.214986866188104919e-01,3.804314124584572410e-01,-1.083978299092703157e+00
-4.899888502756926528e-02,1.901702816812557595e+00,-1.729890618052458251e+00,5.739998620907574289e-02,-9.287641501394452437e-01,7.754142033425629466e-01,-9.431544043118272880e-01,-1.014757886875246318e-01,-1.064632245900463348e+00,-1.696277786189062109e+00,-5.267735253252046057e-01,-1.902109603431635654e-02,2.807332370625656548e+00,-3.526996662785674141e-01,4.569207601854558543e-01,-6.444852630766868540e-01
-1.360379803461052139e+00,8.048919966194393316e-01,7.664667762657652039e-01,6.298636528712234783e-01,-6.857925811570385610e-01,7.913240299635840858e-01,-7.830654876268531295e-01,2.524370543601214933e+00,7.903087880309875857e-01,-1.494690373031832831e+00,1.472960711629969666e+00,4.932270486946878085e-01,5.456286148565289013e-02,-1.402627122340138532e+00,-1.089512431383916846e+00,-4.593229644992433136e-02
-1.360265535629602285e-01,4.558736007676820190e-01,1.824464110556736962e+00,-2.142065043226687726e-01,-4.330210745408666351e-01,-5.432665582854804276e-01,-3.717407577820524556e-01,1.525197922556501107e+00,-8.967713966934082181e-01,7.469655350413360040e-01,1.179901241814923729e+00,-2.701283973868009447e-01,-1.405271257367568971e+00,-9.225908888773280969e-01,-1.706873969784933998e+00,1.311856319381834168e-01
6.912144165149446406e-01,-1.205451483007410562e+00,-5.278233489341984663e-01,2.030198012083348769e-01,8.983358782846724289e-01,-1.008753131681658921e+00,-6.566811408672110772e-01,-9.899545602157923119e-01,2.033511454147153064e+00,1.050799350638377261e+00,-1.354938672863212235e+00,1.016063092745559171e+00,-6.711926866522812674e-01,1.977786582582451214e+00,-2.120791864448270392e+00,1.910114676607103323e+00
