2.142630342034359092e+00,-7.614278979357150812e-01,3.280699245191886604e+00,1.577849675813298713e+00,-9.735013643696837082e-01,1.111890792582732601e+00
7.988465806262190494e-01,3.166381910667669941e-01,-1.805773177807358687e+00,-1.560457480502869032e+00,-5.173248727187319540e-01,-1.052018767642584285e+00
4.163507687757034836e-01,1.420763789826079204e+00,7.732536004514241057e-01,-5.384352679078023216e-03,4.543087280831314412e-01,4.157118669930230381e-01
2.375914156866298643e-01,-1.364135116095122724e+00,5.919438877046834246e-01,1.951935868979976618e+00,2.615942063478298163e-01,-6.766102725773750493e-01
-6.184196024886990939e-01,9.422728115959502215e-01,-2.357621962167300023e+00,-2.088155735907635258e+00,1.924788127435841933e-01,3.944503792092222683e-01
6.135860198602550719e-01,-1.028411337941554482e+00,1.393912175939140963e-01,1.350952027044166170e+00,1.043210002266911518e+00,6.752109924445546252e-01
5.982137620090618307e-02,-8.979642928138161784e-01,3.681955985257766351e+00,7.924244772589313091e-02,-2.605648297155250259e-01,6.653426496029479775e-01
1.038468851491205047e+00,2.690752498656426295e-01,1.447477233928260221e+00,1.122584750794954678e+00,3.475969810579212504e-01,3.478294678295455467e-01
-7.853203925389142803e-01,-1.084383748383855206e+00,-1.158360062846243155e+00,1.461827328062883291e+00,7.689852454740173648e-01,6.643663472542082893e-02
-8.160421112131533983e-01,-5.759340756351974955e-01,1.425990411658950574e+00,-3.296026176233621263e-01,1.268852715790171448e+00,-1.491272303757042117e+00
4.035665455539528268e-01,-8.306653890295302711e-02,1.397042087998648485e+00,6.646988213208869789e-01,-3.702774747966816604e-01,2.718459771732494867e-01
1.784525793885970213e+00,-2.671916437110514186e-01,1.327133498195229633e+00,-3.473341380722290150e-01,5.091445597154072855e-01,-7.564814145277508617e-01
4.353238207797088255e-01,5.500878115417354719e-01,-1.125308796326544458e+00,-1.959145920175138000e+00,-6.224632809683315893e-01,-7.959738974714352100e-01
-7.105524631694024595e-01,1.381168500586411607e-01,-4.823087622737729063e+00,-5.251433531859825976e-01,1.070622446732395344e-01,-1.638527945344687486e+00
-1.090688993204887103e+00,-6.614627126980546223e-02,-1.550290806828983570e+00,4.064563544501029191e-01,1.760869033988937016e+00,-1.380415150820079317e-01
