-1.825886682230464464e+00,-3.092508688862084520e-01,1.763626225220620292e+00,2.065800143898961050e+00,1.754523516522349114e-01,-4.663809153136168062e-01
-1.285132831205769044e+00,-1.321659882556903476e+00,-3.117768943714644525e+00,-1.781820031830750439e+00,1.740490789221773582e+00,-8.971850524852784670e-01
-2.780979119603148586e-01,1.630581342942633016e-01,6.666468161682004290e-01,-3.611771052311870123e-01,6.830977654786529740e-01,-1.095073646364322029e+00
1.345760595491162670e+00,1.790232821873821933e+00,2.638176136433089347e+00,6.391066416911381776e-01,-1.532191335239093455e+00,7.269244951975925018e-01
3.763603613183935104e-01,2.395941907786622860e+00,-1.158518364825924074e+00,5.468343181710010326e-01,1.236715137832398392e+00,-2.666365524851922464e-01
-7.616088503872989746e-01,1.175819166919842118e+00,3.615780042127108906e+00,1.963242217106947685e+00,1.002355556320766450e+00,1.151559140430259837e-01
-9.125421429592009970e-01,-3.296679317985531932e-01,-8.039112194566480074e-01,1.438690577830885386e+00,2.298149656207378877e-01,-1.517090673283725544e-01
-3.610715032087872256e-01,1.308439045761456976e-01,1.580541086380503613e+00,3.933191041675642818e+00,-1.702385055162762839e+00,1.957493167610513396e+00
5.969527853968072950e-01,-8.071003556773534982e-01,-9.624240136510808785e-01,-1.673882789852977560e+00,1.574520287213636127e+00,-1.220827317847592575e+00
1.266378872639659869e+00,3.165070799599009610e-01,-6.644460007035328797e-01,-1.714303879490390647e+00,-3.729768324709790972e-02,-3.891610257618223212e-01
-2.052151068055922956e+00,-1.089074301590760019e+00,-2.583069063561980627e+00,-3.354222845319269730e+00,1.426267108229512859e+00,-1.831817795647973313e+00
5.101994202635761200e-01,-1.340765014003914679e+00,8.352997706023490565e-01,1.298139684644701752e+00,-1.177506824031398086e-01,1.226783446362677887e+00
-1.866449728821044873e+00,1.155330351992445825e+00,-8.632548003807674619e-02,1.125977965400362102e+00,1.285025155850272771e+00,-3.034599838774534319e-01
3.854519035335840726e+00,-8.128795037956408009e+00,3.772636951297433150e+00,-3.239112578732094683e+00,3.446973202181848439e+00,3.568928877687365997e+00
-1.447490885847589004e+00,2.549775879973165349e+00,7.521678017509619840e-01,7.309231572553692713e-01,-4.455459330375636240e-01,-2.241085255296090040e+00
