1.058567077175931632e-02,2.026573226122271310e-01,-4.510311866890648891e-01,2.144198677608299519e+00,1.363139362098902296e+00,-1.617256994779270096e+00,-7.192401794254561498e-01,3.391220581817254165e-01,1.372417800061974891e+00,1.493756126645353344e-01,-5.098537515755370286e-01
-7.869246452958064131e-01,1.125218373315936216e+00,-2.741175984382821174e+00,1.279829225947983318e+00,7.123879468669935822e-01,3.417224793717599240e-01,1.074110015848304123e+00,-9.158457169485050287e-01,-9.226070471432762377e-01,-3.937678481788668527e+00,-6.080907879267536398e-01
-7.749822973874496146e-01,9.540078792202751901e-01,-5.226069713150782725e-01,-1.146164957870862366e+00,-4.610697290068362375e-01,1.242017141431868144e+00,-1.921630790911013964e+00,-6.906069647626579266e-01,-8.982925232903832269e-01,-1.167935615499122726e+00,2.078523211148936678e+00
-1.589845792276762815e+00,5.483948610650524191e-01,-1.772198729225948233e+00,1.454622160454622559e+00,5.309242051829758946e-01,1.505710812896931428e+00,1.737433107549905875e+00,-3.310696802981449305e-01,-8.745111267113957476e-01,-6.311293294452073876e-01,1.512276200350336941e+00
-2.574311755576134120e-01,-6.226244242879780399e-01,9.102943885011819392e-01,-6.158847696802286498e-01,-4.328197555270443253e-01,-5.957544772755407614e-01,-1.115179270245157284e+00,-4.733983193333111683e-01,-3.417248250475499738e+00,8.641145826316455614e-02,1.844684954052129844e-01
-6.088031457218919806e-01,-4.705005079267189361e-01,1.632005348667711075e+00,6.616498208915342349e-01,-1.674268702358357341e+00,-1.711269771745600687e+00,-7.866883277680755127e-01,1.039828333146036732e+00,-2.847719354469893105e-01,8.388724901550140833e-01,6.918694395624783722e-01
-1.011740670614705018e-01,-9.428502133000307150e-01,9.524397063898746296e-01,-5.795606453546233716e-01,1.841657254407489175e+00,1.245952892088741049e+00,-1.158793810079838504e+00,-5.278434168130345938e-01,-1.763379618938861748e+00,-1.161119624953782514e+00,3.039454636784519881e-01
-6.438132883223713909e-01,-6.270038468193841474e-01,4.359393457745603939e-01,-1.410169981330994693e+00,-2.282217397031470474e-01,1.495223851839694085e+00,-1.170254477172952612e+00,1.800634969037926414e-01,-2.097568003140376780e-01,-3.222923789890441704e-01,2.381770292609867723e-01
1.949751415568741875e+00,-2.067564805086514301e+00,8.406587759110223379e-01,-7.161414997559427398e-02,3.981291654107995681e-01,-3.925906126317763256e+00,-2.013420640433791209e-01,-1.390435363460314488e-01,2.628030132484667769e-01,1.772415336995808666e+00,-9.852847407615812347e-01
-1.158842769768843706e+00,-8.601713294560729972e-01,4.902409734105767081e-01,1.088752542417324859e-01,6.853207514329040517e-01,-8.093423698378300335e-01,1.352809216499610556e-01,-1.442865267092840798e+00,3.178440994467264247e-01,1.996641733073132585e-01,-6.078918864323760163e-01
-5.094211534376569261e-01,9.040195031056852404e-01,-8.274086453533912033e-01,4.408910367899551708e-01,4.416395668847776790e-01,1.213992147275116507e+00,8.587075733655518128e-01,-5.066892040183640367e-01,8.822889179184167929e-01,-1.626343541173987273e+00,8.919190744092486689e-01
-5.723862012048996917e-01,1.968114350736961615e+00,2.937679404382125825e-01,2.028254925560704525e+00,-1.884036375267721941e-01,9.298940448450665475e-01,-1.810252920842597701e+00,-7.920892720222022509e-01,6.984464701663953834e-01,-1.514395802784080258e+00,-1.271336090295871468e+00
-1.693218999139770808e+00,1.235583045829924176e+00,-1.260671592604793334e+00,-1.187860213810501220e+00,-2.824201045846860825e-01,1.178600458509519333e+00,-2.704650977163665648e-01,1.899741293081944754e-02,-1.131143469767172061e+00,-3.068371230163013497e+00,-1.249361133044013750e+00
-5.759886304818467861e-01,3.629758635990752436e-01,-5.769521805992199326e-01,-1.159098552736337995e+00,1.582750191924197747e+00,-6.630390450919330103e-01,-2.075486229525987270e+00,3.973971945232674524e-02,2.654031880907325447e-01,-4.318940552222696461e-01,9.053874213448350750e-01
3.023044593785354506e-01,-3.436280112983042812e-01,3.011029549574302244e-01,-8.712856640500398209e-01,9.903804756300345069e-01,1.437428239150767215e-02,-1.786672702912228905e+00,4.393385529347349494e-01,-7.566122893916844561e-01,-6.205796886611121277e-01,-1.116537083758029514e+00
