-2.407476649886349795e-01,-3.738884495573910893e-01,-1.770440209935804976e+00,8.072273497583896118e-01,-5.629962513759372011e-02,-6.755992573548246227e-01,1.193581623198071817e+00,-6.455598494945540278e-01,-2.907679721812329809e+00,-1.461399624701468891e+00,1.031161866226806140e-01,8.671298813389830551e-01,1.290859866675784007e+00,-9.463371990371208797e-01,-1.143667087344700350e+00,8.769356184396427667e-02
6.945134663740007985e-01,-1.669631970060598380e+00,1.860993718643751960e+00,-2.084666954728613408e+00,3.939790744611226803e-02,-2.127822539632784615e-01,-3.957439164188797376e-01,-2.421708716521350446e+00,1.285779634659677484e+00,1.314861515748607879e+00,-4.235731572180612137e-01,-1.424122165904152304e+00,-8.146015546234733895e-01,-2.764055992035956422e-01,-2.362598189524468539e-01,8.496643221127275769e-01
1.259776435228244340e+00,3.306573012156788782e-01,-5.773523186458682233e-01,1.639572694418533594e+00,-1.121704243834038772e+00,5.638187592859762454e-01,7.748804121983539073e-01,-2.701665739381831077e-01,7.140314605628401701e-01,1.009547804491271128e+00,1.362762704334839370e+00,-1.088394374198947245e+00,-4.762162106337740619e-01,1.043966700721319585e+00,-2.959361592872613578e-01,3.007178292292228550e-01
-5.485250697884131998e-01,-6.708193398166802102e-02,-2.678413437149163023e-01,-7.580309513541578781e-01,-1.122965309870233019e+00,7.650310757211172819e-01,1.242123000757163309e+00,6.247757461251699507e-01,-1.058095677172981031e+00,-3.341109608890568405e-01,-2.590564191695400975e+00,1.427086731920247098e-01,-1.022754810240595891e+00,-4.223943776931801675e-01,2.459581842936173213e-01,7.794830943336500395e-01
-3.977036826822105686e-01,-1.154192845717673332e+00,-9.244145945241896145e-01,7.112135581089217284e-01,1.963052158269100511e+00,-9.344883801881780361e-01,3.119907364290933072e-01,7.695777037030873124e-01,-1.697956409299982705e-01,-7.983596272394607452e-01,-1.853544663321139707e-01,-1.591881602776348048e+00,-5.639597733324237111e-02,-1.041974206558696769e+00,-1.808536482760185748e+00,2.997449823190522777e-01
1.630881833546974580e+00,2.420931118810967786e-01,-2.674641557296721928e+00,1.464713566716093540e+00,2.995715382143374073e-01,-1.337941165517904318e+00,1.606550053264104383e+00,1.523780593947702711e+00,-1.009242403327150095e+00,5.004822665962375128e-01,9.533394626241866732e-01,1.208033029182093321e+00,4.431085503059236652e-01,-1.488192715792976628e+00,-7.901111679038510527e-01,-1.050437850558560093e+00
8.078302507974945978e-01,7.039696381979513307e-01,1.569151630420667187e+00,-1.063392165261719535e+00,1.262184521712134355e+00,8.847076610425266274e-01,-7.952518171014807402e-01,2.096240186656811444e-01,3.542185576221591470e-01,1.527899475017522990e+00,-6.810938254906282463e-01,1.206503133906365655e+00,-1.254465041041006756e+00,-5.536216498281215648e-01,-5.170246607084937329e-01,6.294191435510783084e-01
1.437398978929772808e-02,-1.220794839215298522e+00,-1.471070961859320958e+00,-2.824477221951349204e+00,-1.291304788284522963e-02,-5.379862010810442241e-01,8.768453244784985001e-01,6.273582514780229324e-01,2.018411576663149687e-01,-2.423160352464227008e-01,1.387593669363666349e+00,-3.695786831268580985e-01,-1.621473983987427481e+00,1.181933795292434697e+00,9.215822959901081024e-01,-1.319631458665327384e-01
5.974795051697797676e-01,-1.647956889374870004e-01,-6.175037170550914389e-01,6.660878841034721942e-01,1.709955267390801836e+00,7.940959178773360216e-02,1.320996688156136356e+00,-1.105344388011952450e+00,9.111030915591273871e-01,1.865972551809885527e+00,7.760460903770346475e-01,-4.230950216631428756e-02,-2.116161584279992736e-01,-5.238411939591364197e-01,8.919521724367988069e-01,-2.997718089719269563e-01
4.908193013463475474e-01,1.236050902593495010e-01,4.377408375805513785e-01,2.932170976335462531e-01,2.161123772084683550e-02,-2.132502059948588879e+00,7.595763082271823619e-01,7.234905822983705992e-01,-1.051407604421117498e-01,2.531187300424884157e+00,3.842524158080661834e-01,6.395519626688160875e-01,5.046621218614465443e-01,-1.017086932948589872e+00,-1.375681687668733666e+00,8.496590483124085713e-01
