-6.390483542397435990e-01,4.208294621744739644e-02,9.248611265387692848e-01,1.154660554524536697e-01,9.827856400981989093e-01,-4.468518611877409508e-01
-3.480045029379615351e-01,-1.868765424313299839e+00,9.438742645122082386e-01,4.437699993960383948e-01,2.793735693699564426e-01,-1.001379148967260352e-01
2.672474603752194589e-01,4.448977890493883147e-01,1.429585688835352641e+00,1.028632711876654726e+00,9.872062833689245753e-01,8.118570556357598833e-02
-1.778231661340464287e+00,-2.201480318508632905e-01,4.710078121447624611e+00,3.451937532128841912e+00,4.473193686969743066e-01,-8.138378444861916750e-01
-7.562138116827498147e-01,-1.128667628247194132e+00,-1.429774424719712167e+00,1.210880113748139086e+00,-9.638676185694942597e-03,-8.830158812354302333e-02
8.130072776156729297e-01,1.306707206511744435e+00,2.514882266049526027e+00,6.893633438082593656e-01,4.930181788762412198e-01,-6.126901556651944691e-01
3.878450450443839959e-01,-7.389901275738878228e-01,8.336766309500958094e-01,9.332138271818629649e-01,-8.568838839154833131e-01,-1.794268780482279668e+00
-4.569924123219745837e+00,6.902497713939665935e+00,-2.614487695308866044e+00,3.411312591286151719e+00,-4.961799201688974037e+00,-4.258626005629892575e+00
2.106850162997392084e-01,-9.163556336143766634e-01,-1.974471760966434619e+00,-2.225960043760731644e+00,-1.263310931026511374e+00,-4.010001538624109463e-01
-1.593933449609112429e+00,-3.146633092621815564e-01,-1.680121017356942525e+00,-2.009508997404022779e+00,1.786164875098107174e+00,-1.233868891474602658e-01
1.149476323813378720e+00,-2.263955440959627974e-01,9.516987434321821926e-01,2.153446005202812596e+00,6.364279729474540126e-01,4.986984035186501490e-02
2.462195878854914088e+00,7.818756254478635981e-01,6.729864855746607866e-01,5.859395948788181929e-01,-1.159940170177545360e+00,-2.851537516113012427e-01
1.067683663910307335e+00,-5.781770423789668323e-01,-1.095461689909426051e+00,-1.519557744084143736e-01,-5.895356729698856268e-01,4.881515013198897135e-01
-5.113186326142070692e-01,2.204719558074065500e+00,7.039475760241556968e-01,7.829389243279930577e-01,-1.292038230695777834e+00,1.227334648416712026e+00
-9.707570479761253868e-01,-6.380351668520796160e-01,-3.470101847311137799e+00,-2.723979764474787402e+00,3.977389563273269868e+00,-1.218955475727658611e+00
